/* DATA DESCRIPTION:
	PS69/275-2 (URI: https://store.pangaea.de/Images/Cores/PS-stationcard/PS69_275-stationcard.pdf) * LATITUDE: -73.888600 * LONGITUDE: -117.548400 * DATE/TIME: 2006-03-07T05:00:00 * ELEVATION: -1517.0 m * Recovery: 0.265 m * LOCATION: Amundsen Sea * CAMPAIGN: ANT-XXIII/4 (PS69) (URI: https://doi.org/10.2312/BzPM_0557_2007) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Giant box corer (GKG) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: 1 surface sample sedimentology; 1 surface sample archive; 2 core section: 0-0.27 m, 1 frozen subcore; 2x10 discrete samples from 0-26 cmbsf; 1 calcareous microfossil specimens sample; olive (5Y 4/4) mud, greenish material (pellets?), several brittle stars and unidentified calcareous microfossils on top
	PS69/283-5 (URI: https://store.pangaea.de/Images/Cores/PS-stationcard/PS69_283-stationcard.pdf) * LATITUDE: -72.764400 * LONGITUDE: -115.377000 * DATE/TIME: 2006-03-10T19:33:00 * ELEVATION: -612.0 m * Recovery: 0.34 m * LOCATION: Amundsen Sea * CAMPAIGN: ANT-XXIII/4 (PS69) (URI: https://doi.org/10.2312/BzPM_0557_2007) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Giant box corer (GKG) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: 1 surface sample sedimentology; 1 surface sample archive; 2 core section: 0-0.34 m, 1 frozen subcore; 10 and 11 discrete samples from 0-26 cmbsf and 0-31 cmbsf; 1 sample with calcareous organisms; olive (5Y 4/4) mud, greenish material (pellets?), one brittle star, several bryozoans (also on partly Mn-coated dropstones), fragment of a clam, several serpulids, several polychaetes
	PS69/288-1 (URI: https://store.pangaea.de/Images/Cores/PS-stationcard/PS69_288-stationcard.pdf) * LATITUDE: -74.415300 * LONGITUDE: -102.993500 * DATE/TIME: 2006-03-13T17:25:00 * ELEVATION: -773.0 m * Recovery: 6.62 m * LOCATION: Amundsen Sea * CAMPAIGN: ANT-XXIII/4 (PS69) (URI: https://doi.org/10.2312/BzPM_0557_2007) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Gravity corer (GC) * COMMENT: 8 core sections: 0-0.48, 0.48-1.48, 1.48-1.64, 1.64-2.62, 2.62-3.62, 3.62-4.62, 4.62-5.62, 5.62-6.62 m, sections 0-48 and 48-148 in PC liner
	PS69/297-1 (URI: https://store.pangaea.de/Images/Cores/PS-stationcard/PS69_297-stationcard.pdf) * LATITUDE: -74.079800 * LONGITUDE: -103.667600 * DATE/TIME: 2006-03-16T06:54:00 * ELEVATION: -481.0 m * Recovery: 0.36 m * LOCATION: Amundsen Sea * CAMPAIGN: ANT-XXIII/4 (PS69) (URI: https://doi.org/10.2312/BzPM_0557_2007) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Giant box corer (GKG) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: 1 surface sample sedimentology; 1 surface sample archive; 1 core section: 0-0.36 m, 1 frozen subcore; 2x11 discrete samples from 0-31 cmbsf; 1 dropstone (bag sample)
	PS75/034-1 * LATITUDE: -54.368530 * LONGITUDE: -80.089670 * DATE/TIME: 2009-11-29T17:12:00 * ELEVATION: -4450.0 m * Recovery: 0.41 m * LOCATION: South-East Pacific * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 12x(0.37-0.41)
	PS75/049-1 * LATITUDE: -54.346500 * LONGITUDE: -102.747000 * DATE/TIME: 2009-12-08T13:56:00 * ELEVATION: -4482.0 m * Recovery: 0.4 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 11x(29.5-39.5)
	PS75/051-2 * LATITUDE: -52.812300 * LONGITUDE: -107.805120 * DATE/TIME: 2009-12-10T00:45:00 * ELEVATION: -3977.0 m * Recovery: 0.47 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 12x(21-47)
	PS75/053-1 * LATITUDE: -60.769200 * LONGITUDE: -115.979870 * DATE/TIME: 2009-12-12T18:45:00 * ELEVATION: -5132.0 m * Recovery: 0.36 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 11x(19-36)
	PS75/055-1 * LATITUDE: -55.156050 * LONGITUDE: -114.798600 * DATE/TIME: 2009-12-15T00:22:00 * ELEVATION: -3599.0 m * Recovery: 0.17 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 2x(12-17), MUC not fully functional
	PS75/062-1 * LATITUDE: -58.277000 * LONGITUDE: -135.625830 * DATE/TIME: 2009-12-21T11:00:00 * ELEVATION: -4147.0 m * Recovery: 0.21 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 7x(20-21)
	PS75/064-2 * LATITUDE: -61.012480 * LONGITUDE: -139.463130 * DATE/TIME: 2009-12-23T05:42:00 * ELEVATION: -4595.0 m * Recovery: 0.285 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 2x(28-28.5)
	PS75/065-2 * LATITUDE: -62.603870 * LONGITUDE: -141.515230 * DATE/TIME: 2009-12-24T05:27:00 * ELEVATION: -4488.0 m * Recovery: 0.285 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 9x(22-28.5)
	PS75/067-2 * LATITUDE: -64.970880 * LONGITUDE: -143.803550 * DATE/TIME: 2009-12-26T03:40:00 * ELEVATION: -4153.0 m * Recovery: 0.34 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 6x(29-34)
	PS75/069-2 * LATITUDE: -62.205480 * LONGITUDE: -145.619280 * DATE/TIME: 2009-12-27T16:24:00 * ELEVATION: -4328.0 m * Recovery: 0.3 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 7x(25-30.5)
	PS75/070-1 * LATITUDE: -58.581430 * LONGITUDE: -150.065770 * DATE/TIME: 2009-12-28T18:45:00 * ELEVATION: -2839.0 m * Recovery: 0.29 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 10x(26-29)
	PS75/072-3 * LATITUDE: -57.559880 * LONGITUDE: -151.219320 * DATE/TIME: 2009-12-29T19:30:00 * ELEVATION: -3096.0 m * Recovery: 0.32 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 11x(25-32)
	PS75/074-1 * LATITUDE: -56.244500 * LONGITUDE: -152.654830 * DATE/TIME: 2009-12-30T18:30:00 * ELEVATION: -3318.0 m * Recovery: 0.255 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 6x(23-25.5)
	PS75/076-1 * LATITUDE: -55.528470 * LONGITUDE: -156.141150 * DATE/TIME: 2010-01-01T11:11:00 * ELEVATION: -3745.0 m * Recovery: 0.32 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 12x(30-32)
	PS75/080-2 * LATITUDE: -58.177420 * LONGITUDE: -157.636500 * DATE/TIME: 2010-01-05T05:22:00 * ELEVATION: -3870.0 m * Recovery: 0.28 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 11x(17-28)
	PS75/082-2 * LATITUDE: -59.041680 * LONGITUDE: -158.363980 * DATE/TIME: 2010-01-05T19:04:00 * ELEVATION: -4004.0 m * Recovery: 0.27 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 12x(21-27.5)
	PS75/084-1 * LATITUDE: -61.049770 * LONGITUDE: -159.586550 * DATE/TIME: 2010-01-06T16:18:00 * ELEVATION: -3313.0 m * Recovery: 0.32 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 10x(24.5-31.5)
	PS75/085-2 * LATITUDE: -61.939370 * LONGITUDE: -160.119180 * DATE/TIME: 2010-01-07T04:09:00 * ELEVATION: -3724.0 m * Recovery: 0.29 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 11x(12.5-29)
	PS75/086-1 * LATITUDE: -64.744050 * LONGITUDE: -161.904080 * DATE/TIME: 2010-01-07T22:57:00 * ELEVATION: -4064.0 m * Recovery: 0.34 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 12x(24-34)
	PS75/087-2 * LATITUDE: -66.787880 * LONGITUDE: -163.324920 * DATE/TIME: 2010-01-08T17:30:00 * ELEVATION: -4411.0 m * Recovery: 0.4 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 7x(31-40)
	PS75/088-3 * LATITUDE: -68.730300 * LONGITUDE: -164.801270 * DATE/TIME: 2010-01-09T17:35:00 * ELEVATION: -3849.0 m * Recovery: 0.38 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 12x(32-38)
	PS75/089-6 * LATITUDE: -67.083000 * LONGITUDE: -165.541600 * DATE/TIME: 2010-01-10T16:00:00 * ELEVATION: -4121.0 m * Recovery: 0.405 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 7x(21-40.5)
	PS75/090-6 * LATITUDE: -65.410980 * LONGITUDE: -166.155420 * DATE/TIME: 2010-01-11T11:40:00 * ELEVATION: -3480.0 m * Recovery: 0.34 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 7x(31.5-34)
	PS75/091-6 * LATITUDE: -63.693830 * LONGITUDE: -169.074670 * DATE/TIME: 2010-01-12T11:27:00 * ELEVATION: -2944.0 m * Recovery: 0.28 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 4x(22-28.5)
	PS75/092-1 * LATITUDE: -60.667270 * LONGITUDE: -169.501670 * DATE/TIME: 2010-01-13T08:00:00 * ELEVATION: -3833.0 m * Recovery: 0.29 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 7x(28-29)
	PS75/094-3 * LATITUDE: -61.822350 * LONGITUDE: -169.740680 * DATE/TIME: 2010-01-14T04:28:00 * ELEVATION: -3274.0 m * Recovery: 0.27 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 10x(25-27)
	PS75/095-6 * LATITUDE: -57.019600 * LONGITUDE: -174.431100 * DATE/TIME: 2010-01-16T11:06:00 * ELEVATION: -4857.0 m * Recovery: 0.365 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 11x(30-36.5)
	PS75/097-5 * LATITUDE: -59.700430 * LONGITUDE: -171.357500 * DATE/TIME: 2010-01-17T22:40:00 * ELEVATION: -4675.0 m * Recovery: 0.35 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 11x(30.5-35)
	PS75/098-6 * LATITUDE: -52.966270 * LONGITUDE: -179.009600 * DATE/TIME: 2010-01-20T11:20:00 * ELEVATION: -5187.0 m * Recovery: 0.38 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) (URI: https://doi.org/10.2312/BzPM_0632_2011) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: MultiCorer (MUC) * COMMENT: 6x(35-38)
Comment:	Data are accessible on request: mailto:Rainer.Gersonde@awi.de
Parameter(s):	Event label (Event)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	Elevation of event [m] (Elevation)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Actinocyclus actinochilus [%] (A. actinochilus) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Actinocyclus curvatulus [%] (A. curvatulus) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Alveus marinus [%] (A. marinus) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Asteromphalus hookeri [%] (A. hookeri) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Asteromphalus hyalinus [%] (A. hyalinus) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Asteromphalus parvulus [%] (A. parvulus) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Azpeitia tabularis var. tabularis [%] (A. tabularis var. tabularis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Azpeitia tabularis var egregius [%] (A. tabularis var. egregius) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros spp. [%] (Chaetoceros spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Corethron pennatum [%] (C. pennatum) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Eucampia antarctica [%] (E. antarctica) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis curta [%] (F. curta) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis cylindrus [%] (F. cylindrus) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis doliolus [%] (F. doliolus) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis kerguelensis [%] (F. kerguelensis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis obliquecostata [%] (F. obliquecostata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis rhombica [%] (F. rhombica) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis ritscheri [%] (F. ritscheri) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis separanda [%] (F. separanda) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis sublinearis [%] (F. sublinearis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis vanheurckii [%] (F. vanheurckii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Hemidiscus cuneiformis [%] (H. cuneiformis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Nitzschia bicapitata [%] (N. bicapitata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Navicula directa [%] (N. directa) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Nitzschia kolaczeckii [%] (N. kolaczeckii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Porosira pseudodenticulata [%] (P. pseudodenticulata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Pseudo-nitzschia turgiduloides [%] (P-n turgiduloides) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Rhizosolenia antennata forma antennata [%] (R. antennata f antennata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Rhizosolenia antennata forma semispina [%] (R. antennata f semispina) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Rhizosolenia bergonii [%] (R. bergonii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Rhizosolenia sp. [%] (Rhizosolenia sp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms * COMMENT: sp. A
	Rhizosolenia spp. [%] (Rhizosolenia spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Roperia tesselata [%] (R. tesselata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Stellarima microtrias [%] (S. microtrias) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Stellarima stellaris [%] (S. stellaris) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassionema nitzschioides forma 1 [%] (T. nitzschioides f 1) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassionema nitzschioides var. capitulata [%] (T. nitzschioides var. capitulata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassionema nitzschioides var. lanceolata [%] (T. nitzschioides var. lanceolata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassionema nitzschioides var. parva [%] (T. nitzschioides var. parva) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassionema spp. [%] (Thalassionema spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira antarctica [%] (T. antarctica) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira eccentrica [%] (T. eccentrica) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
